disease	state_abb	hhs_region	total_population	unit	level_low	level_moderate	level_high	level_very_high
RSV	OH	Region 5	11779411	rate	0.745106321533418	1.99967687039662	3.2840251963464002	5.16052974167128
RSV	OK	Region 6	4035489	count	53.7200267038934	166.382267666586	260.481696314617	431.399695346194
RSV	OK	Region 6	4035489	rate	1.33119001696928	4.12297661241516	6.45477403889881	10.6901467293355
RSV	OR	Region 10	4231939	count	23.092112227537	62.3353694928492	81.2798854904538	114.434822050066
RSV	OR	Region 10	4231939	rate	0.5456626909683	1.47297419676534	1.9206298930692	2.70407541436835
RSV	PA	Region 3	12958943	count	88.2507666019931	201.22000970481	346.671265342121	615.367947024168
RSV	PA	Region 3	12958943	rate	0.681002814828286	1.55275017186826	2.67515078461354	4.74859675688185
RSV	PR	Region 2	3285874	count	31.3754349378769	96.4481910223452	129.287047878653	199.42864097247
RSV	PR	Region 2	3285874	rate	0.954858127179463	2.93523704872266	3.93463193898041	6.06927231453396
RSV	RI	Region 1	1092402	count	8.81846446024371	25.8037281194022	36.8633967698478	72.2231357908073
RSV	RI	Region 1	1092402	rate	0.807254514386069	2.36210919784129	3.37452666416281	6.61140640449279
RSV	SC	Region 4	5335324	count	42.8247845596663	89.6770815379922	133.175916473201	204.162372108011
RSV	SC	Region 4	5335324	rate	0.802665115739293	1.68081791355112	2.49611675829249	3.82661619253135
RSV	SD	Region 8	916006	count	7.82504823620346	22.4127294642979	35.3095936529086	54.9049125487896
RSV	SD	Region 8	916006	rate	0.854257312310559	2.44678849967117	3.85473388306502	5.99394682445198
RSV	TN	Region 4	7106807	count	57.0438606319182	119.452485137505	177.394200506504	271.950227433951
RSV	TN	Region 4	7106807	rate	0.802665115739293	1.68081791355112	2.49611675829249	3.82661619253135
RSV	TX	Region 6	30391114	count	404.563475613753	1253.01852247243	1961.67773660414	3248.85467927962
RSV	TX	Region 6	30391114	rate	1.33119001696928	4.12297661241516	6.45477403889881	10.6901467293355
RSV	US	USA	337492878	count	3460.26560955834	5966.52171550613	9328.61931414964	13796.2375955815
RSV	US	USA	337492878	rate	1.02528552011647	1.76789559260155	2.76409368085973	4.08786036533236
RSV	UT	Region 8	3413293	count	29.1583050430844	83.5160605840811	131.573361799287	204.590967382742
RSV	UT	Region 8	3413293	rate	0.854257312310559	2.44678849967117	3.85473388306502	5.99394682445198
RSV	VA	Region 3	8615980	count	58.6750663250422	133.784644258135	230.490456572146	409.138146853589
RSV	VA	Region 3	8615980	rate	0.681002814828286	1.55275017186826	2.67515078461354	4.74859675688185
RSV	VI	Region 2	106405	count	1.01601679022531	3.12323898169335	4.18664511467211	6.45800920627986
RSV	VI	Region 2	106405	rate	0.954858127179463	2.93523704872266	3.93463193898041	6.06927231453396
RSV	VT	Region 1	647315	count	5.22547955979818	15.2902871540063	21.8438172761255	42.7966253672425
RSV	VT	Region 1	647315	rate	0.807254514386069	2.36210919784129	3.37452666416281	6.61140640449279
RSV	WA	Region 10	7764081	count	42.3656933135585	114.36290974596	149.119260608106	209.946605472644
RSV	WA	Region 10	7764081	rate	0.5456626909683	1.47297419676534	1.9206298930692	2.70407541436835
RSV	WI	Region 5	5909578	count	44.0326392539481	118.172464404047	194.072030517744	304.965530297263
RSV	WI	Region 5	5909578	rate	0.745106321533418	1.99967687039662	3.2840251963464002	5.16052974167128
RSV	WV	Region 3	1769881	count	12.052939429111	27.4818302693637	47.346985458226	84.0445117666681
RSV	WV	Region 3	1769881	rate	0.681002814828286	1.55275017186826	2.67515078461354	4.74859675688185
RSV	WY	Region 8	581296	count	4.96576358616879	14.2230836770485	22.4074138729016	34.8425731326664
RSV	WY	Region 8	581296	rate	0.854257312310559	2.44678849967117	3.85473388306502	5.99394682445198
